"","CodeEtab","Commune","CodeMat","Matiere","TypeEtab","NomEtab","Barre","ville","etablissement","effectif_presents_serie_l","effectif_presents_serie_es","effectif_presents_serie_s","effectif_presents_serie_stg","effectif_presents_serie_sti","effectif_presents_serie_stl","effectif_presents_serie_st2s","effectif_presents_serie_musiq_danse","effectif_presents_serie_hotellerie","effectif_presents_total_series","taux_brut_de_reussite_serie_l","taux_brut_de_reussite_serie_es","taux_brut_de_reussite_serie_s","taux_brut_de_reussite_serie_stg","taux_brut_de_reussite_serie_sti","taux_brut_de_reussite_serie_stl","taux_brut_de_reussite_serie_st2s","taux_brut_de_reussite_serie_musiq_danse","taux_brut_de_reussite_serie_hotellerie","taux_brut_de_reussite_total_series","taux_reussite_attendu_acad_serie_l","taux_reussite_attendu_acad_serie_es","taux_reussite_attendu_acad_serie_s","taux_reussite_attendu_acad_serie_stg","taux_reussite_attendu_acad_serie_sti","taux_reussite_attendu_acad_serie_stl","taux_reussite_attendu_acad_serie_st2s","taux_reussite_attendu_acad_serie_musiq_danse","taux_reussite_attendu_acad_serie_hotellerie","taux_reussite_attendu_acad_total_series","taux_reussite_attendu_france_serie_l","taux_reussite_attendu_france_serie_es","taux_reussite_attendu_france_serie_s","taux_reussite_attendu_france_serie_stg","taux_reussite_attendu_france_serie_sti","taux_reussite_attendu_france_serie_stl","taux_reussite_attendu_france_serie_st2s","taux_reussite_attendu_france_serie_musiq_danse","taux_reussite_attendu_france_serie_hotellerie","taux_reussite_attendu_france_total_series","sructure_pedagogique_en_5_groupes","bachel_sort_2de_1re_term_etab","bachel_sort_terminales_etab","bachel_sort_2de_1re_term_acad","bachel_sort_terminales_acad","bachel_sort_2de_1re_term_france","bachel_sort_terminales_france","effectif_de_seconde","effectif_de_premiere","taux_acces_brut_seconde_bac","taux_acces_attendu_acad_seconde_bac","taux_acces_attendu_france_seconde_bac","taux_acces_brut_premiere_bac","taux_acces_attendu_acad_premiere_bac","taux_acces_attendu_france_premiere_bac"
"1100","0920158X","LA GARENNE-COLOMBES","P0210","LET.HIS.GE","LP","LA TOURNELLE",58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1101","0920158X","LA GARENNE-COLOMBES","P8011","ECO.GE.COM","LP","LA TOURNELLE",133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1102","0920163C","MALAKOFF","P4500","G.MECA.ENG","LP","LOUIS GIRARD",150.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1103","0920164D","MONTROUGE","P0222","LET ANGLAI","LP","JEAN MONNET",128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1104","0920164D","MONTROUGE","P8011","ECO.GE.COM","LP","JEAN MONNET",142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1105","0920166F","NEUILLY-SUR-SEINE","P7200","BIOTECHNOL","LP","VASSILY KANDINSKY",426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1106","0920170K","SCEAUX","P0210","LET.HIS.GE","LP","FLORIAN",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1107","0920170K","SCEAUX","P8013","ECO.GE.VEN","LP","FLORIAN",124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1108","0920171L","SURESNES","P2100","G.IND.BOIS","LP","LOUIS BLERIOT",48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1109","0920171L","SURESNES","P1315","MATH.SC.PH","LP","LOUIS BLERIOT",1035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1110","0920171L","SURESNES","P0210","LET.HIS.GE","LP","LOUIS BLERIOT",51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1111","0920171L","SURESNES","L1900","E. P. S","LP","LOUIS BLERIOT",101.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1112","0920386V","ASNIERES-SUR-SEINE","L1900","E. P. S","IMP","GUSTAVE BAGUER - 2ND DEGRE",87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1113","0920429S","ASNIERES-SUR-SEINE","P0210","LET.HIS.GE","EREA","MARTIN LUTHER KING",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1114","0920429S","ASNIERES-SUR-SEINE","P0222","LET ANGLAI","EREA","MARTIN LUTHER KING",73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1115","0920429S","ASNIERES-SUR-SEINE","P1315","MATH.SC.PH","EREA","MARTIN LUTHER KING",49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1116","0920429S","ASNIERES-SUR-SEINE","P5200","G.ELECTROT","EREA","MARTIN LUTHER KING",73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1117","0920429S","ASNIERES-SUR-SEINE","L0080","DOC LYCEES","EREA","MARTIN LUTHER KING",511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1118","0920592U","COLOMBES","L1400","TECHNOLOGI","CLG","MOULIN JOLY",178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1119","0920592U","COLOMBES","L1000","HIST. GEO.","CLG","MOULIN JOLY",101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1120","0920594W","NANTERRE","L1300","MATHS","CLG","REPUBLIQUE",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1121","0920594W","NANTERRE","L0426","ESPAGNOL","CLG","REPUBLIQUE",223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1122","0920594W","NANTERRE","L0201","LETT CLASS","CLG","REPUBLIQUE",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1123","0920594W","NANTERRE","L1900","E. P. S","CLG","REPUBLIQUE",101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1124","0920624D","LE PLESSIS-ROBINSON","E0030","EDUCATION","CLG","ROMAIN ROLLAND",128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1125","0920624D","LE PLESSIS-ROBINSON","L0422","ANGLAIS","CLG","ROMAIN ROLLAND",230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1126","0920653K","CLAMART","E0030","EDUCATION","CLG","ALAIN FOURNIER",128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1127","0920653K","CLAMART","L1300","MATHS","CLG","ALAIN FOURNIER",71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1128","0920658R","CLAMART","O0040","ORIENTAT.","CIO","CIO DE CLAMART",72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1129","0920659S","COLOMBES","O0040","ORIENTAT.","CIO","CIO DE COLOMBES",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1130","0920664X","RUEIL-MALMAISON","O0040","ORIENTAT.","CIO","CIO DE NANTERRE",130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1131","0920665Y","PUTEAUX","O0040","ORIENTAT.","CIO","CIO DE PUTEAUX",71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1132","0920680P","BAGNEUX","P5200","G.ELECTROT","LP","LEONARD DE VINCI",143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1133","0920680P","BAGNEUX","P0210","LET.HIS.GE","LP","LEONARD DE VINCI",206.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1134","0920689Z","CHAVILLE","L1000","HIST. GEO.","CLG","JEAN MOULIN",511.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1135","0920689Z","CHAVILLE","L0202","LET MODERN","CLG","JEAN MOULIN",244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1136","0920689Z","CHAVILLE","L1300","MATHS","CLG","JEAN MOULIN",71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1137","0920700L","SAINT-CLOUD","L0080","DOC LYCEES","CLG","GOUNOD",110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1138","0920700L","SAINT-CLOUD","L1300","MATHS","CLG","GOUNOD",166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1139","0920798T","MEUDON","L1000","HIST. GEO.","LYC","RABELAIS",180,"MEUDON","LYCEE RABELAIS",29,86,138,NA,NA,NA,NA,NA,NA,253,"93","92","92",".",".",".",".",".",".",92,"95","94","94",".",".",".",".",".",".","94","94","94","93",".",".",".",".",".",".","94",1,NA,NA,NA,NA,NA,NA,305,244,64,75,67,88,"92","88"
"1140","0920798T","MEUDON","L1100","SC.ECO.SOC","LYC","RABELAIS",1058,"MEUDON","LYCEE RABELAIS",29,86,138,NA,NA,NA,NA,NA,NA,253,"93","92","92",".",".",".",".",".",".",92,"95","94","94",".",".",".",".",".",".","94","94","94","93",".",".",".",".",".",".","94",1,NA,NA,NA,NA,NA,NA,305,244,64,75,67,88,"92","88"
"1141","0920799U","RUEIL-MALMAISON","L0080","DOC LYCEES","LYC","RICHELIEU",31,"RUEIL MALMAISON","LYCEE RICHELIEU",53,192,328,NA,67,NA,NA,NA,NA,640,"94","96","97",".","90",".",".",".",".",96,"97","97","98",".","92",".",".",".",".","97","96","97","97",".","93",".",".",".",".","97",3,NA,NA,NA,NA,NA,NA,713,681,77,79,77,92,"93","93"
"1142","0920799U","RUEIL-MALMAISON","L0426","ESPAGNOL","LYC","RICHELIEU",248,"RUEIL MALMAISON","LYCEE RICHELIEU",53,192,328,NA,67,NA,NA,NA,NA,640,"94","96","97",".","90",".",".",".",".",96,"97","97","98",".","92",".",".",".",".","97","96","97","97",".","93",".",".",".",".","97",3,NA,NA,NA,NA,NA,NA,713,681,77,79,77,92,"93","93"
"1143","0920799U","RUEIL-MALMAISON","L0421","ALLEMAND","LYC","RICHELIEU",241,"RUEIL MALMAISON","LYCEE RICHELIEU",53,192,328,NA,67,NA,NA,NA,NA,640,"94","96","97",".","90",".",".",".",".",96,"97","97","98",".","92",".",".",".",".","97","96","97","97",".","93",".",".",".",".","97",3,NA,NA,NA,NA,NA,NA,713,681,77,79,77,92,"93","93"
"1144","0920799U","RUEIL-MALMAISON","L1300","MATHS","LYC","RICHELIEU",348,"RUEIL MALMAISON","LYCEE RICHELIEU",53,192,328,NA,67,NA,NA,NA,NA,640,"94","96","97",".","90",".",".",".",".",96,"97","97","98",".","92",".",".",".",".","97","96","97","97",".","93",".",".",".",".","97",3,NA,NA,NA,NA,NA,NA,713,681,77,79,77,92,"93","93"
"1145","0920799U","RUEIL-MALMAISON","L0202","LET MODERN","LYC","RICHELIEU",446.2,"RUEIL MALMAISON","LYCEE RICHELIEU",53,192,328,NA,67,NA,NA,NA,NA,640,"94","96","97",".","90",".",".",".",".",96,"97","97","98",".","92",".",".",".",".","97","96","97","97",".","93",".",".",".",".","97",3,NA,NA,NA,NA,NA,NA,713,681,77,79,77,92,"93","93"
"1146","0920799U","RUEIL-MALMAISON","L1414","SII.ING.ME","LYC","RICHELIEU",28,"RUEIL MALMAISON","LYCEE RICHELIEU",53,192,328,NA,67,NA,NA,NA,NA,640,"94","96","97",".","90",".",".",".",".",96,"97","97","98",".","92",".",".",".",".","97","96","97","97",".","93",".",".",".",".","97",3,NA,NA,NA,NA,NA,NA,713,681,77,79,77,92,"93","93"
"1147","0920799U","RUEIL-MALMAISON","L0100","PHILO","LYC","RICHELIEU",588.2,"RUEIL MALMAISON","LYCEE RICHELIEU",53,192,328,NA,67,NA,NA,NA,NA,640,"94","96","97",".","90",".",".",".",".",96,"97","97","98",".","92",".",".",".",".","97","96","97","97",".","93",".",".",".",".","97",3,NA,NA,NA,NA,NA,NA,713,681,77,79,77,92,"93","93"
"1148","0920801W","SAINT-CLOUD","L1000","HIST. GEO.","LYC","ALEXANDRE DUMAS",1807.2,"ST CLOUD","LYCEE ALEXANDRE DUMAS",33,151,227,67,NA,NA,NA,NA,NA,478,"94","89","96","99",".",".",".",".",".",94,"94","97","98","93",".",".",".",".",".","97","94","96","98","92",".",".",".",".",".","96",2,NA,NA,NA,NA,NA,NA,511,459,82,79,79,91,"92","91"
"1149","0920801W","SAINT-CLOUD","L1300","MATHS","LYC","ALEXANDRE DUMAS",197,"ST CLOUD","LYCEE ALEXANDRE DUMAS",33,151,227,67,NA,NA,NA,NA,NA,478,"94","89","96","99",".",".",".",".",".",94,"94","97","98","93",".",".",".",".",".","97","94","96","98","92",".",".",".",".",".","96",2,NA,NA,NA,NA,NA,NA,511,459,82,79,79,91,"92","91"
"1150","0920801W","SAINT-CLOUD","L0080","DOC LYCEES","LYC","ALEXANDRE DUMAS",71,"ST CLOUD","LYCEE ALEXANDRE DUMAS",33,151,227,67,NA,NA,NA,NA,NA,478,"94","89","96","99",".",".",".",".",".",94,"94","97","98","93",".",".",".",".",".","97","94","96","98","92",".",".",".",".",".","96",2,NA,NA,NA,NA,NA,NA,511,459,82,79,79,91,"92","91"
"1151","0920801W","SAINT-CLOUD","L1500","PHY.CHIMIE","LYC","ALEXANDRE DUMAS",1628,"ST CLOUD","LYCEE ALEXANDRE DUMAS",33,151,227,67,NA,NA,NA,NA,NA,478,"94","89","96","99",".",".",".",".",".",94,"94","97","98","93",".",".",".",".",".","97","94","96","98","92",".",".",".",".",".","96",2,NA,NA,NA,NA,NA,NA,511,459,82,79,79,91,"92","91"
"1152","0920801W","SAINT-CLOUD","L0422","ANGLAIS","LYC","ALEXANDRE DUMAS",230,"ST CLOUD","LYCEE ALEXANDRE DUMAS",33,151,227,67,NA,NA,NA,NA,NA,478,"94","89","96","99",".",".",".",".",".",94,"94","97","98","93",".",".",".",".",".","97","94","96","98","92",".",".",".",".",".","96",2,NA,NA,NA,NA,NA,NA,511,459,82,79,79,91,"92","91"
"1153","0920802X","SEVRES","L1600","S. V. T.","LYC","JEAN-PIERRE VERNANT",453,"SEVRES","LYCEE JEAN-PIERRE VERNANT",68,106,203,59,28,NA,NA,NA,NA,464,"94","92","92","92","96",".",".",".",".",92,"96","98","97","90","99",".",".",".",".","96","95","98","96","90","99",".",".",".",".","96",2,NA,NA,NA,NA,NA,NA,518,469,83,80,79,93,"93","91"
"1154","0920802X","SEVRES","L0426","ESPAGNOL","LYC","JEAN-PIERRE VERNANT",260,"SEVRES","LYCEE JEAN-PIERRE VERNANT",68,106,203,59,28,NA,NA,NA,NA,464,"94","92","92","92","96",".",".",".",".",92,"96","98","97","90","99",".",".",".",".","96","95","98","96","90","99",".",".",".",".","96",2,NA,NA,NA,NA,NA,NA,518,469,83,80,79,93,"93","91"
"1155","0920802X","SEVRES","L1100","SC.ECO.SOC","LYC","JEAN-PIERRE VERNANT",246.2,"SEVRES","LYCEE JEAN-PIERRE VERNANT",68,106,203,59,28,NA,NA,NA,NA,464,"94","92","92","92","96",".",".",".",".",92,"96","98","97","90","99",".",".",".",".","96","95","98","96","90","99",".",".",".",".","96",2,NA,NA,NA,NA,NA,NA,518,469,83,80,79,93,"93","91"
"1156","0920802X","SEVRES","L0202","LET MODERN","LYC","JEAN-PIERRE VERNANT",1709,"SEVRES","LYCEE JEAN-PIERRE VERNANT",68,106,203,59,28,NA,NA,NA,NA,464,"94","92","92","92","96",".",".",".",".",92,"96","98","97","90","99",".",".",".",".","96","95","98","96","90","99",".",".",".",".","96",2,NA,NA,NA,NA,NA,NA,518,469,83,80,79,93,"93","91"
"1157","0920802X","SEVRES","L0422","ANGLAIS","LYC","JEAN-PIERRE VERNANT",180,"SEVRES","LYCEE JEAN-PIERRE VERNANT",68,106,203,59,28,NA,NA,NA,NA,464,"94","92","92","92","96",".",".",".",".",92,"96","98","97","90","99",".",".",".",".","96","95","98","96","90","99",".",".",".",".","96",2,NA,NA,NA,NA,NA,NA,518,469,83,80,79,93,"93","91"
"1158","0920810F","GARCHES","L1900","E. P. S","EREA","JEAN MONNET",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1159","0920852B","RUEIL-MALMAISON","L0426","ESPAGNOL","CLG","HENRI DUNANT",118.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
